"ID","Year_Birth","Education","Marital_Status","Income_norm","Kidhome","Teenhome","Dt_Customer","Recency_norm","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Z_CostContact","Z_Revenue","Response","Age","Seniority_Years","Total_spend_norm","Total_kids","Total_purchase_norm","Accepted_campaign","Is_Parent","Age_group","Income_segment","Income","Recency","Total_Spend","Total_Purchase"
3412,1951,"Master","Married",0.4086153348229568,0,1,"2013-01-15",0.6767676767676768,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,75,13,0.37777777777777777,1,0.38636363636363635,1,1,"Senior","Mid_Income",67381,67,957,17
606,1967,"Graduation","Single",0.1506220941450329,1,1,"2013-10-10",0.8787878787878789,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,12,0.003968253968253968,2,0.09090909090909091,0,1,"Senior","Low_Income",25930,87,15,4
5961,1978,"Graduation","Married",0.254955902581115,1,0,"2014-06-07",0.29292929292929293,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,48,11,0.020634920634920634,1,0.11363636363636365,0,1,"Adulte","Mid_Income",42693,29,57,5
2975,1976,"Graduation","Together",0.5220487094425115,0,1,"2012-11-12",0.8989898989898991,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,50,13,0.7742063492063492,1,0.5454545454545454,1,1,"Adulte","Mid_Income",85606,89,1956,24
2894,1985,"Graduation","Single",0.4429845581233234,0,0,"2013-10-29",0.7474747474747475,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,41,12,0.7968253968253969,0,0.4772727272727273,1,0,"Adulte","Mid_Income",72903,74,2013,21
7613,1974,"Master","Together",0.2983748996371377,1,0,"2014-05-24",0.9797979797979799,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,52,11,0.1273809523809524,1,0.3181818181818182,0,1,"Adulte","Mid_Income",49669,97,326,14
10542,1968,"PhD","Married",0.21814062626426084,1,1,"2012-08-05",0.6363636363636365,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,58,13,0.02857142857142857,2,0.20454545454545456,0,1,"Senior","Mid_Income",36778,63,77,9
8015,1962,"PhD","Divorced",0.5226088742554476,0,0,"2013-05-03",0.888888888888889,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,64,12,0.5190476190476191,0,0.4545454545454546,1,0,"Senior","Mid_Income",85696,88,1313,20
10617,1989,"Master","Divorced",0.05756627060939707,0,0,"2014-05-22",0.3434343434343435,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,37,11,0.00992063492063492,0,0.18181818181818182,0,0,"Adulte","Low_Income",10979,34,30,8
11166,1961,"Graduation","Married",0.2984309161184313,0,1,"2013-02-02",0.8181818181818182,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,65,13,0.12301587301587302,1,0.3181818181818182,0,1,"Senior","Mid_Income",49678,81,315,14
849,1953,"Master","Together",0.3385822850989936,0,1,"2013-06-20",0.6565656565656566,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,73,12,0.25992063492063494,1,0.5,0,1,"Senior","Mid_Income",56129,65,660,22
523,1989,"Graduation","Married",0.22048709442511527,1,0,"2013-01-31",0.5151515151515152,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,37,13,0.02738095238095238,1,0.1590909090909091,0,1,"Adulte","Mid_Income",37155,51,74,7
4066,1978,"Master","Divorced",0.12169269358362325,1,0,"2014-05-11",0.7676767676767677,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,48,11,0.01626984126984127,1,0.1590909090909091,0,1,"Adulte","Low_Income",21282,76,46,7
8414,1962,"PhD","Single",0.1972340306347912,0,1,"2013-08-17",0.7676767676767677,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,64,12,0.03214285714285714,1,0.18181818181818182,0,1,"Senior","Low_Income",33419,76,86,8
819,1945,"Graduation","Widow",0.38312161178088844,0,0,"2013-11-05",0.8484848484848485,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,81,12,0.4357142857142857,0,0.5681818181818182,0,0,"Senior","Mid_Income",63285,84,1103,25
4961,1974,"Master","Together",0.12152464413974243,1,0,"2014-01-21",0.5656565656565657,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,52,12,0.022222222222222223,1,0.25,0,1,"Adulte","Low_Income",21255,56,61,11
749,1981,"Graduation","Together",0.2516509301847922,1,0,"2013-11-19",0.31313131313131315,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,45,12,0.05555555555555555,1,0.20454545454545456,1,1,"Adulte","Mid_Income",42162,31,145,9
5430,1956,"Graduation","Together",0.3281320993109973,1,1,"2012-09-14",0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,70,13,0.26944444444444443,2,0.7045454545454546,0,1,"Senior","Mid_Income",54450,0,684,31
7755,1954,"PhD","Married",0.34863413146445754,0,1,"2013-11-12",0.9191919191919192,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,72,12,0.16111111111111112,1,0.36363636363636365,0,1,"Senior","Mid_Income",57744,91,411,16
10525,1986,"Graduation","Single",0.15464283269121848,1,0,"2012-10-13",0.4040404040404041,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,40,13,0.00873015873015873,1,0.09090909090909091,1,1,"Adulte","Low_Income",26576,40,27,4
1453,1943,"PhD","Widow",0.34719637511125495,0,0,"2013-07-06",0.595959595959596,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,83,12,0.41865079365079366,0,0.6136363636363636,0,0,"Senior","Mid_Income",57513,59,1060,27
8310,1964,"Graduation","Together",0.41335183951900517,0,1,"2012-08-29",0.9696969696969697,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,62,13,0.576984126984127,1,0.5454545454545454,0,1,"Senior","Mid_Income",68142,96,1459,24
10710,1979,"Graduation","Married",0.03591278856267933,0,1,"2012-08-29",0.6161616161616162,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,47,13,0.005158730158730159,1,0.09090909090909091,0,1,"Adulte","Low_Income",7500,61,18,4
5031,1974,"Graduation","Together",0.5067313138354484,0,0,"2012-09-22",0.14141414141414144,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,52,13,0.7253968253968254,0,0.5909090909090909,1,0,"Adulte","Mid_Income",83145,14,1833,26
2613,1960,"Master","Married",0.3265574137812992,0,1,"2014-04-03",0.16161616161616163,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,66,11,0.09206349206349207,1,0.2727272727272727,0,1,"Senior","Mid_Income",54197,16,237,12
213,1963,"PhD","Single",0.13295200632363832,1,1,"2014-05-28",0.98989898989899,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,63,11,0.017063492063492065,2,0.2272727272727273,0,1,"Senior","Low_Income",23091,98,48,10
967,1976,"Graduation","Married",0.27584382605015345,1,1,"2013-07-21",0.11111111111111112,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,50,12,0.20238095238095238,2,0.5909090909090909,1,1,"Adulte","Mid_Income",46049,11,515,26
1077,1974,"Graduation","Together",0.3422295804365551,0,0,"2012-12-05",0.5252525252525253,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,52,13,0.4027777777777778,0,0.34090909090909094,0,0,"Adulte","Mid_Income",56715,52,1020,15
7959,1961,"Graduation","Married",0.48348447409860146,0,0,"2014-05-29",0.19191919191919193,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,65,11,0.5416666666666666,0,0.25,0,0,"Senior","Mid_Income",79410,19,1370,11
640,1951,"Graduation","Married",0.34589554793454785,0,1,"2013-03-11",0.6161616161616162,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,75,13,0.40515873015873016,1,0.5681818181818182,0,1,"Senior","Mid_Income",57304,61,1026,25
4252,1965,"Graduation","Married",0.2654247605295425,0,1,"2014-03-23",0.7373737373737375,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,61,11,0.11746031746031746,1,0.2727272727272727,0,1,"Senior","Mid_Income",44375,73,301,12
8432,1956,"Graduation","Together",0.3281320993109973,1,1,"2012-09-14",0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,70,13,0.26944444444444443,2,0.7045454545454546,0,1,"Senior","Mid_Income",54450,0,684,31
6218,1965,"Graduation","Married",0.3601486303970324,0,1,"2012-10-20",0.7474747474747475,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,61,13,0.19603174603174603,1,0.38636363636363635,1,1,"Senior","Mid_Income",59594,74,499,17
6905,1994,"Graduation","Together",0.4914201422818624,0,0,"2012-08-22",0.5555555555555556,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,32,13,0.3964285714285714,0,0.4772727272727273,0,0,"Jeune","Mid_Income",80685,55,1004,21
5922,1974,"PhD","Married",0.24033560096348347,0,1,"2013-10-13",0.48484848484848486,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,52,12,0.08452380952380953,1,0.2727272727272727,0,1,"Adulte","Mid_Income",40344,48,218,12
3598,1972,"Graduation","Married",0.3795427810315746,0,1,"2013-05-23",0.5353535353535354,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,54,12,0.2384920634920635,1,0.5,0,1,"Adulte","Mid_Income",62710,53,606,22
6116,1968,"Master","Married",0.29411764705882354,0,1,"2013-07-05",0.13131313131313133,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,58,12,0.027777777777777776,1,0.13636363636363635,0,1,"Senior","Mid_Income",48985,13,75,6
6263,1968,"Graduation","Together",0.2090784044016506,1,2,"2012-08-22",0.3434343434343435,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,58,13,0.04007936507936508,3,0.20454545454545456,0,1,"Senior","Mid_Income",35322,34,106,9
10486,1948,"Graduation","Married",0.4693683208126124,0,0,"2013-05-29",0.5454545454545455,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,78,12,0.39087301587301587,0,0.38636363636363635,0,0,"Senior","Mid_Income",77142,54,990,17
2410,1969,"Graduation","Single",0.4974699222615721,0,0,"2014-01-22",0.696969696969697,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,57,12,0.43333333333333335,0,0.36363636363636365,0,0,"Senior","Mid_Income",81657,69,1097,16
193,1996,"Basic","Married",0.07898946267746332,0,0,"2014-02-17",0.8181818181818182,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,30,12,0.004365079365079365,0,0.09090909090909091,1,0,"Jeune","Low_Income",14421,81,16,4
3363,1974,"Master","Married",0.11452258397804152,0,0,"2014-03-17",1,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,12,0.011507936507936509,0,0.11363636363636365,0,0,"Adulte","Low_Income",20130,99,34,5
8278,1990,"PhD","Married",0.45114429223175884,0,0,"2012-08-26",0.030303030303030304,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,36,13,0.676984126984127,0,0.36363636363636365,0,0,"Adulte","Mid_Income",74214,3,1711,16
10660,1957,"Master","Married",0.4045385797954776,1,1,"2014-01-12",0.6161616161616162,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,69,12,0.17182539682539683,2,0.38636363636363635,1,1,"Senior","Mid_Income",66726,61,438,17
8686,1979,"Basic","Together",0.13689183217462203,1,0,"2013-01-08",0.6565656565656566,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,47,13,0.027777777777777776,1,0.1590909090909091,0,1,"Adulte","Low_Income",23724,65,75,7
1604,1960,"Master","Married",0.2839599917842494,0,1,"2013-11-13",0.9393939393939394,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,66,12,0.0873015873015873,1,0.29545454545454547,0,1,"Senior","Mid_Income",47353,93,225,13
5907,1952,"Master","Married",0.19738963197171788,1,1,"2012-11-03",0.24242424242424243,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,74,13,0.005158730158730159,2,0.09090909090909091,0,1,"Senior","Low_Income",33444,24,18,4
10669,1981,"Graduation","Married",0.327733759888465,0,1,"2013-05-17",0.08080808080808081,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,45,12,0.18452380952380953,1,0.38636363636363635,0,1,"Adulte","Mid_Income",54386,8,470,17
2918,1981,"Graduation","Divorced",0.16668015211586695,1,1,"2013-04-13",0.7272727272727273,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,45,12,0.034126984126984124,2,0.20454545454545456,0,1,"Adulte","Low_Income",28510,72,91,9
5735,1991,"Master","Single",0.553368146539115,0,0,"2014-02-13",0.29292929292929293,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,35,12,1,0,0.4090909090909091,1,0,"Adulte","Mid_Income",90638,29,2525,18
359,1950,"Graduation","Together",0.2884226381273068,0,1,"2013-01-13",0.33333333333333337,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,76,13,0.19801587301587303,1,0.4318181818181818,0,1,"Senior","Mid_Income",48070,33,504,19
8387,1957,"Graduation","Married",0.25773805448536413,0,1,"2013-01-05",0.686868686868687,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,69,13,0.09126984126984128,1,0.25,0,1,"Senior","Mid_Income",43140,68,235,11
1829,1961,"PhD","Divorced",0.3313001425308246,0,1,"2013-01-19",0.5555555555555556,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,65,13,0.4869047619047619,1,0.4772727272727273,1,1,"Senior","Mid_Income",54959,55,1232,21
3839,1958,"Basic","Single",0.08294173663540116,1,1,"2013-05-03",0.7676767676767677,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,68,12,0.03293650793650794,2,0.2727272727272727,0,1,"Senior","Low_Income",15056,76,88,12
9392,1971,"Graduation","Single",0.15699552490554997,1,0,"2014-05-08",0.17171717171717174,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,11,0.004761904761904762,1,0.09090909090909091,0,1,"Adulte","Low_Income",26954,17,17,4
2292,1985,"Graduation","Single",0.12819682946715877,1,0,"2013-08-02",0.9494949494949496,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,41,12,0.007539682539682541,1,0.11363636363636365,0,1,"Adulte","Low_Income",22327,94,24,5
10466,1965,"Graduation","Married",0.2655367934921297,1,1,"2013-08-22",0.8686868686868687,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,61,12,0.021825396825396824,2,0.1590909090909091,0,1,"Senior","Mid_Income",44393,86,60,7
9855,1952,"PhD","Single",0.3751237030628567,0,1,"2013-08-25",0.25252525252525254,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,74,12,0.4027777777777778,1,0.5909090909090909,1,1,"Senior","Mid_Income",62000,25,1020,26
4088,1962,"PhD","Together",0.18527139985186752,0,1,"2012-12-06",0.22222222222222224,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,64,13,0.05952380952380952,1,0.2272727272727273,0,1,"Senior","Low_Income",31497,22,155,10
5231,1974,"Master","Married",0.27487909776120795,0,2,"2014-02-27",0.15151515151515152,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,52,12,0.018253968253968255,2,0.11363636363636365,0,1,"Adulte","Mid_Income",45894,15,51,5
590,1970,"Master","Divorced",0.4783122856591584,0,0,"2012-12-22",0.3535353535353536,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,56,13,0.7170634920634921,0,0.36363636363636365,1,0,"Senior","Mid_Income",78579,35,1812,16
8732,1969,"Master","Widow",0.408540646181232,0,1,"2012-11-17",0.8181818181818182,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,57,13,0.5777777777777778,1,0.5681818181818182,1,1,"Senior","Mid_Income",67369,81,1461,25
2315,1960,"Graduation","Divorced",0.3527233345988909,0,1,"2014-04-20",0.5555555555555556,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,66,11,0.036111111111111115,1,0.13636363636363635,0,1,"Senior","Mid_Income",58401,55,96,6
3515,1952,"Graduation","Single",0.3770344874803164,0,1,"2014-02-17",0.9494949494949496,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,74,12,0.061507936507936505,1,0.20454545454545456,0,1,"Senior","Mid_Income",62307,94,160,9
2245,1969,"Master","Married",0.26085630527737497,1,1,"2013-04-22",0.5050505050505051,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,57,12,0.05317460317460317,2,0.2272727272727273,0,1,"Senior","Mid_Income",43641,50,139,10
6283,1968,"Master","Divorced",0.3865821855141379,0,1,"2013-04-21",0.6464646464646465,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,58,12,0.35833333333333334,1,0.5,0,1,"Senior","Mid_Income",63841,64,908,22
2246,1965,"Master","Married",0.28108447907784423,0,1,"2013-09-01",0.9191919191919192,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,61,12,0.07063492063492063,1,0.18181818181818182,0,1,"Senior","Mid_Income",46891,91,183,8
6606,1969,"Master","Married",0.42548251974580964,1,0,"2013-03-31",0.11111111111111112,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,57,12,0.4587301587301587,1,0.4318181818181818,1,1,"Senior","Mid_Income",70091,11,1161,19
5545,1972,"PhD","Married",0.4751753627067164,0,0,"2014-04-05",0.7272727272727273,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,54,11,0.3900793650793651,0,0.3181818181818182,0,0,"Adulte","Mid_Income",78075,72,988,14
7342,1961,"Master","Widow",0.35759676847143473,0,1,"2012-09-09",0.06060606060606061,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,65,13,0.4234126984126984,1,0.6136363636363636,0,1,"Senior","Mid_Income",59184,6,1072,27
837,1977,"Graduation","Married",0.3303665345092645,1,1,"2013-09-11",0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,49,12,0.06706349206349208,2,0.2727272727272727,0,1,"Adulte","Mid_Income",54809,0,174,12
9500,1959,"Graduation","Married",0.3509308071974954,0,1,"2013-01-25",0.6666666666666667,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,67,13,0.2988095238095238,1,0.5,0,1,"Senior","Mid_Income",58113,66,758,22
3602,1958,"Master","Married",0.3092234248476663,0,1,"2013-12-31",0.42424242424242425,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,68,12,0.0753968253968254,1,0.25,0,1,"Senior","Mid_Income",51412,42,195,11
234,1979,"Graduation","Divorced",0.08437949298860375,1,0,"2012-10-10",0.6060606060606061,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,47,13,0.010317460317460317,1,0.13636363636363635,1,1,"Adulte","Low_Income",15287,60,31,6
2995,1957,"Master","Together",0.40397841498254156,0,0,"2013-08-17",0.6464646464646465,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,69,12,0.4281746031746032,0,0.38636363636363635,0,0,"Senior","Mid_Income",66636,64,1084,17
1118,1956,"Master","Married",0.3064412729434171,0,1,"2013-02-20",0.8787878787878789,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,70,13,0.2698412698412698,1,0.5,1,1,"Senior","Mid_Income",50965,87,685,22
7789,1965,"PhD","Married",0.5158993446071688,0,0,"2013-11-22",0.9696969696969697,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,61,12,0.6615079365079365,0,0.5909090909090909,1,0,"Senior","Mid_Income",84618,96,1672,26
3068,1990,"Graduation","Married",0.1034499928423385,0,0,"2013-10-29",0.010101010101010102,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,12,0.015079365079365078,0,0.13636363636363635,0,0,"Adulte","Low_Income",18351,1,43,6
8955,1957,"PhD","Together",0.24100157468552966,0,2,"2014-02-16",0.5454545454545455,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,69,12,0.01746031746031746,2,0.11363636363636365,1,1,"Senior","Mid_Income",40451,54,49,5
945,1965,"Graduation","Together",0.21527133761133274,0,1,"2013-05-22",0.5353535353535354,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,61,12,0.050793650793650794,1,0.20454545454545456,0,1,"Senior","Mid_Income",36317,53,133,9
5644,1957,"Graduation","Together",0.2519683569121226,0,1,"2013-10-12",0.9696969696969697,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,69,12,0.14206349206349206,1,0.34090909090909094,1,1,"Senior","Mid_Income",42213,96,363,15
7192,1955,"Graduation","Together",0.3984514554949056,0,1,"2013-04-15",0.5858585858585859,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,71,12,0.2142857142857143,1,0.4090909090909091,0,1,"Senior","Mid_Income",65748,58,545,18
2324,1972,"Graduation","Together",0.4687583635718598,0,1,"2013-10-27",0.12121212121212122,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,54,12,0.42063492063492064,1,0.7045454545454546,1,1,"Adulte","Mid_Income",77044,12,1065,31
697,1969,"Graduation","Together",0.4555260258796143,0,0,"2013-03-12",0.787878787878788,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,57,13,0.8103174603174603,0,0.4772727272727273,1,0,"Senior","Mid_Income",74918,78,2047,21
3439,1972,"Graduation","Married",0.34226692475741755,1,1,"2012-10-31",0.6464646464646465,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,54,13,0.11547619047619048,2,0.34090909090909094,0,1,"Adulte","Mid_Income",56721,64,296,15
1506,1975,"Graduation","Single",0.251638482077838,1,1,"2013-06-28",0.26262626262626265,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,51,12,0.05357142857142857,2,0.25,1,1,"Adulte","Mid_Income",42160,26,140,11
232,1965,"Graduation","Single",0.37237889547946995,0,1,"2013-07-17",0.08080808080808081,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,61,12,0.20833333333333334,1,0.38636363636363635,0,1,"Senior","Mid_Income",61559,8,530,17
8876,1963,"PhD","Together",0.19854108186497538,1,1,"2012-08-08",0.494949494949495,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,63,13,0.058333333333333334,2,0.29545454545454547,0,1,"Senior","Low_Income",33629,49,152,13
4500,1991,"PhD","Together",0.4167128283966216,0,0,"2013-10-06",0.5656565656565657,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,35,12,0.6321428571428571,0,0.5454545454545454,0,0,"Adulte","Mid_Income",68682,56,1598,24
9739,1963,"Graduation","Single",0.20319667386582183,0,1,"2013-01-19",0.5555555555555556,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,63,13,0.04325396825396825,1,0.18181818181818182,0,1,"Senior","Low_Income",34377,55,114,8
10395,1986,"Basic","Single",0.04487542556965649,1,0,"2012-08-22",0.25252525252525254,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,40,13,0.0380952380952381,1,0.2272727272727273,0,1,"Adulte","Low_Income",8940,25,101,10
1176,1973,"Graduation","Married",0.15247686208119898,1,0,"2013-09-22",0.5050505050505051,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,12,0.007936507936507936,1,0.09090909090909091,0,1,"Adulte","Low_Income",26228,50,25,4
1627,1957,"Master","Divorced",0.4703330491015579,0,0,"2013-01-26",0.8484848484848485,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,69,13,0.3111111111111111,0,0.5,1,0,"Senior","Mid_Income",77297,84,789,22
938,1981,"Graduation","Married",0.23950780185103346,1,1,"2013-07-30",0.30303030303030304,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,45,12,0.03253968253968254,2,0.1590909090909091,1,1,"Adulte","Mid_Income",40211,30,87,7
2740,1958,"PhD","Widow",0.19735228765085547,1,1,"2013-09-22",0.8181818181818182,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,68,12,0.03373015873015873,2,0.25,0,1,"Senior","Low_Income",33438,81,90,11
257,1959,"PhD","Married",0.45623556797600007,0,1,"2013-04-28",0.7474747474747475,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,67,12,0.4801587301587302,1,0.4545454545454546,0,1,"Senior","Mid_Income",75032,74,1215,20
4058,1955,"PhD","Single",0.37066728077327643,0,0,"2013-10-12",0.7676767676767677,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,71,12,0.31984126984126987,0,0.5,1,0,"Senior","Mid_Income",61284,76,811,22
7736,1986,"Graduation","Married",0.12938562368127865,1,0,"2012-10-22",0.36363636363636365,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,40,13,0.022222222222222223,1,0.1590909090909091,1,1,"Adulte","Low_Income",22518,36,61,7
8210,1975,"Master","Married",0.3298748342845762,0,1,"2013-08-15",0.6464646464646465,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,51,12,0.15873015873015875,1,0.4090909090909091,0,1,"Adulte","Mid_Income",54730,64,405,18
833,1955,"Master","Married",0.2285596917848718,1,1,"2014-03-30",0.6262626262626263,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,71,11,0.026587301587301587,2,0.20454545454545456,0,1,"Senior","Mid_Income",38452,62,72,9
6230,1971,"Graduation","Divorced",0.2657110669894876,1,1,"2013-02-15",0.5353535353535354,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,55,13,0.073015873015873,2,0.3181818181818182,0,1,"Adulte","Mid_Income",44421,53,189,14
7325,1986,"PhD","Together",0.2269725581482196,1,0,"2013-06-29",0.8686868686868687,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,12,0.013888888888888888,1,0.11363636363636365,0,1,"Adulte","Mid_Income",38197,86,40,5
1307,1978,"Graduation","Divorced",0.2505554967728283,0,1,"2014-02-09",0.15151515151515152,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,48,12,0.023015873015873017,1,0.2272727272727273,0,1,"Adulte","Mid_Income",41986,15,63,10
